7:46:16.2,10:46:6
7:55:31.4,8:51:46
7:14:20.0,3:6:41
7:19:22.4,2:44:26
7:22:3.5,0:10:38
7:32:5.9,1:54:52
7:33:11.6,3:17:25
7:34:15.8,3:22:17
7:39:18.1,5:13:30
7:41:35.2,3:37:29
7:51:42.0,1:46:1
7:58:20.6,2:13:29
8:1:13.8,4:52:47
8:2:15.9,2:20:4
8:13:8.9,29:39:24
8:38:19.0,32:48:7
8:46:41.8,28:45:36
8:52:34.6,32:28:27
8:52:35.8,28:19:51
8:54:14.7,30:34:46
8:56:56.6,32:54:37
8:59:32.6,32:25:7
9:1:24.1,32:15:9
9:8:0.1,29:39:15
9:10:38.7,30:57:47
8:0:55.9,25:23:34
8:0:47.3,17:18:31
8:6:18.4,22:38:8
8:7:45.8,21:34:54
8:10:27.2,25:30:26
8:12:12.7,17:38:52
8:20:3.9,27:13:4
8:20:21.0,20:44:52
8:20:32.1,24:1:20
8:23:21.8,18:19:56
8:26:27.7,27:53:37
8:31:30.5,24:4:52
8:31:35.7,18:5:40
8:32:42.5,20:26:28
8:43:17.1,21:28:7
8:44:41.1,18:9:15
8:55:39.7,27:55:39
9:2:44.3,24:27:10
9:8:47.3,26:37:45
9:9:21.5,22:2:44
7:56:59.4,15:47:25
7:58:31.5,16:31:7
8:1:30.3,16:27:19
8:5:4.5,13:7:5
8:16:30.9,9:11:8
8:25:54.8,7:33:52
8:26:43.9,12:39:16
8:28:37.3,14:12:39
8:35:51.0,6:37:12
8:37:5.8,9:39:20
8:43:12.3,12:40:51
8:44:45.0,10:4:54
8:46:56.0,12:6:36
8:55:55.6,11:37:34
8:57:14.9,15:19:22
8:57:35.2,15:34:53
8:58:29.2,11:51:28
9:2:44.8,7:17:53
9:7:44.8,10:40:5
9:15:13.8,14:56:29
12:16:30.1,33:3:41
12:17:30.5,28:56:14
12:26:56.3,28:16:6
13:0:16.5,30:47:6
12:4:16.6,21:27:33
12:11:51.2,25:52:13
12:12:9.3,20:32:31
12:16:20.5,23:56:43
12:20:19.7,26:37:10
12:20:43.0,17:47:34
12:22:30.3,25:50:46
12:24:18.5,26:5:55
12:26:24.1,27:16:6
12:26:59.3,26:49:32
12:28:54.7,25:54:46
12:29:26.9,24:6:32
12:29:43.2,20:53:46
12:31:0.6,24:34:2
12:34:51.1,22:37:45
12:35:7.8,18:22:37
12:35:8.1,21:52:53
12:36:58.3,17:5:22
12:39:7.3,21:3:45
12:49:17.4,27:33:8
12:51:41.9,27:32:26
12:53:17.8,21:14:42
12:58:55.4,17:24:34
13:1:9.6,17:7:23
13:6:21.2,21:9:12
13:6:22.6,22:36:58
13:7:10.7,27:37:29
13:9:59.3,17:31:46
13:9:59.3,17:31:46
13:11:52.4,27:52:41
13:25:6.7,23:51:16
12:16:0.2,14:53:56
12:46:38.7,16:34:39
12:48:54.2,14:7:21
13:9:47.8,16:50:55
15:35:15.0,39:0:36
15:20:8.5,29:36:58
15:23:12.3,30:17:16
15:27:49.7,29:6:21
15:32:55.8,31:21:33
15:39:22.7,36:38:9
15:43:59.3,32:30:57
15:48:34.4,28:9:24
15:51:13.9,35:39:27
15:55:47.6,37:56:49
15:58:57.7,36:38:38
16:1:2.7,33:18:13
16:1:26.6,29:51:4
16:3:19.4,36:37:54
16:8:58.3,36:29:27
16:11:48.0,36:25:30
16:14:40.8,33:51:31
16:16:44.8,29:9:1
16:22:5.8,30:53:31
16:22:21.4,33:47:57
16:22:29.2,33:42:13
15:34:41.3,26:42:53
15:42:44.6,26:17:44
15:49:35.7,26:4:6
15:57:35.3,26:52:40
15:59:30.2,25:55:13
10:54:17.8,-13:45:29
10:59:30.9,-16:21:14
11:0:11.6,-14:5:0
11:3:14.9,-11:18:13
11:19:20.5,-14:46:43
11:24:36.6,-10:51:34
11:27:9.5,-12:21:24
11:32:47.5,-7:49:39
11:36:40.9,-9:48:8
11:38:40.1,-13:12:7
10:59:46.5,-18:17:56
11:11:39.5,-22:49:33
11:23:21.9,-18:46:48
11:24:52.9,-17:41:2
11:29:38.6,-24:27:48
11:44:45.8,-18:21:3
11:56:0.9,-17:9:3
12:20:55.7,-13:33:56
12:29:51.9,-16:30:56
12:32:4.2,-16:11:46
12:32:36.0,-13:51:33
12:33:34.3,-12:49:49
12:41:16.2,-13:0:54
12:0:51.2,-19:39:32
12:8:24.8,-24:43:44
12:10:7.5,-22:37:11
12:11:3.9,-23:36:9
12:14:59.6,-20:50:39
12:15:48.4,-17:32:31
12:20:10.7,-22:10:32
12:20:33.7,-22:12:57
12:23:21.6,-24:50:26
12:30:17.5,-23:41:48
12:34:23.2,-23:23:48
12:24:1.5,51:33:44
12:16:7.6,40:39:37
12:19:48.7,48:59:3
12:25:50.9,39:1:7
12:33:44.5,41:21:27
12:44:59.5,39:16:44
12:45:7.8,45:26:25
12:54:56.5,47:11:48
13:5:52.3,45:16:7
13:13:43.0,40:9:10
13:15:32.0,40:51:19
13:17:32.5,40:34:21
13:18:14.5,49:40:55
13:20:19.0,40:9:2
13:26:16.6,46:1:41
13:34:27.3,49:0:58
13:46:13.5,41:5:19
12:33:38.9,33:14:51
12:50:10.7,37:31:1
12:56:0.4,38:18:53
12:56:1.7,38:19:6
13:5:44.5,35:47:56
13:10:3.2,38:29:56
13:18:27.8,34:5:53
13:34:47.8,37:10:57
13:37:27.6,36:17:42
13:42:43.4,34:59:20
13:46:19.0,38:30:14
13:46:59.8,38:32:34
13:48:38.7,31:11:25
13:51:9.2,34:39:52
13:51:47.5,34:26:39
13:53:10.3,28:38:53
19:8:25.8,52:25:32
19:17:6.2,53:22:7
19:27:25.9,52:19:14
19:29:42.3,51:43:47
19:31:19.3,50:18:24
19:34:19.8,51:14:12
19:36:26.5,50:13:16
19:38:41.2,54:58:26
19:41:48.9,50:31:31
19:50:37.7,52:59:17
19:53:17.4,57:31:25
19:55:37.8,52:26:20
19:55:55.4,58:50:46
20:1:21.6,50:6:17
20:6:13.8,53:9:57
20:13:23.9,56:34:4
20:18:24.8,55:23:50
20:29:27.1,56:4:5
20:42:12.6,50:20:24
20:56:25.5,50:43:43
20:58:30.1,50:27:44
21:3:47.6,53:17:10
21:10:15.6,53:33:48
21:42:5.7,51:11:23
22:1:50.6,52:52:56
19:33:41.6,49:15:45
19:34:41.2,42:24:46
19:36:37.9,44:41:42
19:39:26.5,42:49:6
19:40:50.2,45:31:30
19:43:45.0,41:46:23
19:44:58.5,45:7:51
19:50:37.3,40:35:59
19:51:59.1,47:1:39
19:52:7.2,47:55:55
19:57:13.9,40:22:5
19:59:20.5,45:46:20
20:13:18.0,46:48:57
20:13:37.9,46:44:29
20:15:28.3,47:42:52
20:16:0.6,45:34:46
20:16:55.3,40:21:54
20:18:7.0,40:43:56
20:22:13.7,40:15:24
20:22:5.4,45:47:42
20:22:45.3,41:1:34
20:27:2.3,49:23:0
20:30:3.5,48:57:6
20:31:18.8,49:13:13
20:33:54.9,46:41:38
20:40:3.1,43:27:31
20:41:25.9,45:16:49
20:41:56.5,41:43:1
20:47:49.3,47:49:55
20:48:56.3,46:6:51
20:50:4.9,44:3:34
20:53:14.8,44:23:14
20:53:18.6,45:10:55
20:55:49.8,47:25:4
20:56:34.7,44:55:30
20:56:25.9,49:11:45
20:57:10.4,41:10:2
20:58:19.5,44:28:18
20:59:49.6,47:31:16
21:1:10.9,46:9:21
21:4:55.9,43:55:40
21:6:36.1,47:38:54
21:17:25.0,39:23:41
21:18:27.2,43:56:45
21:19:28.8,49:30:37
21:22:0.4,49:23:20
21:25:19.6,46:42:52
21:26:51.6,48:50:6
21:29:27.0,46:32:26
21:32:56.6,49:58:40
21:33:58.9,45:35:31
21:36:2.4,45:22:29
21:36:57.0,40:24:49
21:40:11.1,43:16:26
21:42:22.9,41:4:38
21:43:6.4,41:9:18
21:46:47.6,49:18:34
22:2:56.7,44:39:0
19:24:7.6,29:37:17
19:26:9.1,36:19:4
19:31:46.3,34:27:11
19:34:50.9,29:27:47
19:39:22.6,30:9:12
19:42:44.6,32:25:36
19:44:16.6,37:21:16
19:46:25.6,33:43:40
19:47:27.8,38:24:27
19:50:33.9,32:54:51
19:50:34.0,38:43:21
19:54:48.3,36:59:46
19:55:51.7,38:29:12
19:56:18.4,35:5:0
19:58:38.0,30:59:1
19:59:55.2,37:2:34
20:3:37.4,29:53:48
20:4:36.1,32:13:7
20:6:21.8,35:58:21
20:9:25.6,36:50:23
20:14:32.0,36:48:23
20:15:23.7,33:43:46
20:17:47.2,38:1:59
20:18:28.6,37:0:0
20:18:39.1,34:58:58
20:23:51.7,32:11:24
20:23:44.4,37:28:35
20:27:34.3,38:26:25
20:29:23.7,30:22:7
20:29:20.4,36:27:17
20:33:54.2,35:15:3
20:38:59.5,30:20:4
20:41:2.6,32:18:26
20:45:39.7,30:43:11
20:46:12.7,33:58:13
20:47:10.8,34:22:27
20:47:24.5,36:29:27
20:53:53.9,33:26:16
21:1:12.9,36:1:34
21:6:30.3,31:11:5
21:6:54.6,38:44:45
21:8:38.9,30:12:21
21:12:56.2,30:13:37
21:14:47.5,38:2:44
21:17:55.1,34:53:49
21:19:22.2,38:14:15
21:20:50.1,32:27:10
21:25:47.0,36:40:3
21:27:21.4,37:7:0
21:28:8.3,32:13:31
21:34:46.6,38:32:3
21:43:25.7,38:17:2
21:44:8.6,28:44:34
19:30:43.3,27:57:35
19:30:45.3,27:57:55
21:0:27.7,19:19:46
20:20:0.2,13:32:53
20:33:12.8,11:18:12
20:33:57.0,13:1:38
20:35:18.5,14:40:27
20:37:33.0,14:35:43
20:37:49.1,11:22:40
20:38:43.9,13:18:54
20:39:7.8,10:5:10
20:39:5.0,15:50:17
20:39:38.3,15:54:43
20:41:16.2,14:34:59
20:43:27.5,15:4:28
20:46:38.7,16:7:28
20:46:39.5,16:7:27
20:47:48.3,6:0:30
20:49:37.8,12:32:43
20:55:36.7,13:43:17
20:55:38.6,12:34:7
20:58:25.9,10:50:21
9:37:5.2,81:19:35
10:35:5.5,75:42:47
12:18:49.9,75:9:38
17:49:27.0,76:57:46
18:0:9.2,80:0:15
18:21:3.4,72:43:58
18:29:44.9,77:32:49
18:45:46.7,74:5:8
18:46:22.2,75:26:2
19:9:9.8,76:33:38
19:15:33.0,73:21:20
20:31:30.4,74:57:17
20:28:14.6,81:25:22
20:29:27.5,81:5:29
20:42:35.2,82:31:52
20:47:33.4,80:33:8
11:31:24.2,69:19:52
11:36:2.8,69:19:22
11:42:28.4,66:44:42
12:15:8.5,70:12:0
12:30:6.7,69:12:4
12:33:29.0,69:47:18
12:34:44.0,70:1:19
12:47:34.4,66:47:25
12:55:28.5,65:26:19
12:59:55.1,66:35:50
13:41:29.9,64:49:21
13:51:25.9,64:43:24
14:4:23.3,64:22:33
15:22:37.3,62:2:50
15:22:38.4,63:20:29
15:30:55.7,64:12:31
15:46:40.0,62:35:58
16:6:19.7,67:48:37
16:21:48.7,69:6:34
16:23:47.0,61:41:48
16:23:59.5,61:30:51
16:27:59.0,68:46:5
16:40:55.1,64:35:21
16:56:1.7,65:8:5
17:8:47.2,65:42:53
17:12:32.6,62:52:28
17:31:57.9,68:8:6
17:34:59.5,61:52:30
17:36:57.1,68:45:29
17:37:8.8,72:27:21
17:41:56.3,72:8:56
17:41:58.0,72:9:25
17:55:11.2,72:0:18
18:13:53.8,64:23:50
18:15:17.0,68:45:21
18:20:45.5,71:20:16
18:25:59.1,65:33:49
18:37:33.5,62:31:36
18:44:18.2,61:2:53
18:54:23.9,71:17:50
18:56:25.6,65:15:29
19:12:33.3,67:39:42
19:20:40.1,65:42:53
19:32:21.6,69:39:40
19:44:18.5,69:20:13
19:48:10.4,70:16:4
19:58:28.7,63:32:3
20:1:28.5,64:49:16
20:2:49.1,67:52:25
20:5:32.8,61:59:44
20:11:34.9,62:4:43
20:17:31.3,66:51:14
20:19:36.7,62:15:27
20:20:6.0,68:52:49
20:21:11.4,63:58:49
14:32:30.9,55:23:52
14:51:26.4,59:17:38
15:1:27.1,60:12:16
15:24:55.8,58:57:58
15:27:51.4,60:40:13
15:35:16.3,53:55:19
15:35:57.1,54:37:50
15:37:32.0,54:30:32
15:46:34.8,55:28:29
15:47:38.0,55:22:36
15:52:16.6,55:49:36
15:57:47.4,54:44:59
16:2:5.5,52:54:57
16:1:53.3,58:33:55
16:17:15.3,59:45:18
16:24:25.3,55:12:18
16:32:25.7,60:49:24
16:36:11.5,52:54:1
16:36:13.7,52:55:28
16:38:0.4,56:0:56
16:45:17.8,56:46:55
17:5:19.8,54:28:13
17:5:19.7,54:28:13
17:21:45.4,53:25:14
17:25:41.3,60:2:54
17:30:26.0,52:18:5
17:32:10.6,55:11:3
17:32:16.0,55:10:23
17:41:21.8,51:49:5
17:43:59.3,53:48:6
17:49:4.3,50:46:52
17:53:31.7,56:52:22
17:56:36.4,51:29:20
18:10:31.6,54:17:12
18:23:54.5,58:48:2
18:32:34.5,57:2:44
18:33:56.7,52:21:13
18:42:37.9,55:32:22
18:46:43.1,52:59:17
18:51:35.0,52:58:30
18:51:12.1,59:23:18
18:53:13.6,50:42:30
18:56:45.0,57:48:54
19:0:13.7,50:32:1
19:0:43.4,55:39:30
19:4:55.2,53:23:48
19:11:40.5,56:51:33
19:13:55.2,57:42:18
19:20:16.1,57:38:43
18:21:32.7,49:7:18
18:54:47.1,48:51:35
21:0:3.9,7:30:59
21:4:34.7,5:30:10
21:5:26.7,5:57:30
21:10:20.5,10:7:54
21:14:28.9,10:0:25
21:18:52.0,11:12:12
21:21:4.8,7:21:16
21:22:53.6,6:48:40
20:59:4.4,4:17:37
21:15:49.4,5:14:52
2:56:37.4,-3:42:44
2:58:42.0,-2:46:57
2:59:41.2,-2:27:54
3:30:37.1,-5:4:31
3:40:38.3,-5:12:38
3:44:30.5,-1:9:47
3:44:56.5,-0:17:48
3:48:38.9,0:13:40
3:52:41.6,-5:21:41
3:54:17.5,-2:57:17
3:58:52.3,-5:28:12
4:1:32.0,-1:32:59
4:2:36.7,-0:16:8
4:21:27.1,-0:5:53
4:23:40.8,-3:44:44
4:31:52.7,-0:2:38
4:32:37.4,-3:12:33
4:36:19.1,-3:21:9
4:37:36.1,-2:28:24
4:45:30.1,-3:15:17
4:52:53.7,-5:27:10
4:56:24.2,-5:10:17
5:2:45.5,-4:12:35
5:6:45.7,-4:39:18
5:7:51.0,-5:5:11
5:8:43.6,-4:27:22
2:56:25.7,-8:53:53
3:1:10.0,-7:39:46
3:1:56.1,-9:57:41
3:2:42.3,-7:41:7
3:4:16.4,-7:36:3
3:6:33.5,-6:5:19
3:15:50.0,-8:49:11
3:28:1.0,-11:17:12
3:29:39.1,-6:48:18
3:29:36.0,-12:40:29
3:32:55.8,-9:27:30
3:35:57.7,-11:11:37
3:38:29.2,-7:23:30
3:39:1.1,-5:37:34
3:43:14.9,-9:45:48
3:43:33.8,-10:29:8
3:46:8.5,-12:6:6
3:58:1.8,-13:30:31
3:59:30.1,-12:34:27
4:4:22.7,-12:47:33
4:9:17.8,-16:23:9
4:10:22.5,-6:55:26
4:10:47.7,-8:49:11
4:11:51.9,-6:50:15
4:14:23.7,-10:15:23
4:15:16.3,-7:39:10
4:17:19.2,-6:28:19
4:20:42.8,-7:35:33
4:29:6.9,-13:2:54
4:33:54.8,-6:44:20
4:34:11.6,-8:13:53
4:34:11.7,-8:58:13
4:38:10.8,-14:18:14
4:38:53.6,-12:7:23
4:39:19.7,-14:21:33
4:44:5.3,-8:30:13
4:47:36.3,-16:56:4
4:48:36.3,-5:40:26
4:48:32.5,-16:19:46
4:50:11.6,-16:13:2
4:55:6.8,-16:44:26
4:55:18.6,-16:25:4
4:59:50.4,-10:15:48
4:59:55.8,-12:32:15
5:1:26.3,-7:10:26
5:8:20.2,-8:39:54
5:9:8.8,-8:45:15
2:45:6.2,-18:34:21
2:51:2.3,-21:0:15
2:53:35.3,-22:22:35
2:57:23.7,-23:51:43
2:58:5.7,-23:36:22
3:2:23.5,-23:37:28
3:18:22.1,-22:30:41
3:18:41.2,-18:33:35
3:19:31.0,-21:45:28
3:21:24.0,-23:38:7
3:33:47.3,-21:37:58
3:36:17.4,-17:28:1
3:46:50.9,-23:14:59
3:47:39.6,-23:52:29
3:48:35.8,-20:54:11
3:53:42.6,-24:36:45
3:59:55.5,-24:0:59
4:5:37.4,-27:39:6
4:11:36.2,-20:21:22
4:20:39.0,-20:38:23
4:23:5.7,-24:53:32
4:28:39.0,-19:27:30
4:40:6.8,-24:28:57
4:40:26.5,-19:40:18
4:44:8.0,-18:40:0
4:45:4.2,-21:17:1
4:0:40.7,-30:29:27
4:33:30.6,-29:46:0
4:35:33.0,-30:33:44
2:49:54.2,-27:56:30
2:59:36.1,-25:16:27
3:19:34.8,-24:7:23
3:26:22.5,-27:19:3
2:1:14.7,-30:0:6
2:4:29.4,-29:17:49
2:12:54.5,-30:43:26
2:33:50.7,-28:13:57
2:36:9.3,-30:2:41
2:38:18.7,-30:11:39
3:1:37.7,-28:5:30
3:12:4.3,-28:59:13
3:18:2.8,-28:47:49
3:46:27.4,-29:20:17
3:47:56.0,-30:10:4
6:44:45.5,28:58:15
6:49:41.3,32:36:24
6:52:47.3,33:57:40
6:57:0.5,33:40:52
7:3:30.4,29:20:14
7:6:11.6,34:28:26
7:7:22.3,34:0:34
7:11:8.4,30:14:43
7:29:6.7,31:47:4
7:29:20.4,28:7:5
7:34:36.0,31:53:19
7:34:36.0,31:53:18
7:35:8.7,30:57:40
7:38:32.8,35:2:55
7:39:9.9,34:35:3
7:43:18.7,28:53:1
7:45:18.9,28:1:34
7:47:30.3,33:24:56
6:4:7.2,23:15:48
6:9:32.4,22:11:24
6:9:44.0,23:6:48
6:11:32.3,24:25:13
6:14:52.6,22:30:24
6:22:57.6,22:30:49
6:28:57.8,20:12:44
6:42:24.3,17:38:43
6:43:55.9,25:7:52
6:51:33.0,21:45:40
6:52:0.0,23:36:6
6:55:18.6,25:22:32
7:2:24.8,24:12:55
7:2:25.5,17:45:20
7:4:6.5,20:34:13
7:11:23.1,26:51:24
7:12:26.4,24:7:42
7:14:41.9,24:53:6
7:15:57.1,27:53:51
7:20:7.4,21:58:56
7:21:56.8,20:26:37
7:23:28.5,25:3:2
7:24:33.4,27:38:17
7:25:43.6,27:47:53
7:26:56.3,20:15:26
7:27:44.4,21:26:42
7:29:48.7,27:54:58
7:31:48.4,17:5:10
7:35:55.3,26:53:45
7:39:28.6,17:40:29
7:40:58.5,23:1:7
7:44:6.9,25:47:3
7:44:26.8,24:23:53
7:46:7.4,18:30:36
7:51:56.7,19:19:31
7:53:29.8,26:45:57
7:55:39.9,19:53:2
8:3:31.1,27:47:39
6:33:36.1,14:9:19
6:37:42.7,16:23:57
6:39:47.6,12:58:59
6:43:59.3,13:13:40
6:45:17.4,12:53:44
6:49:49.8,16:12:10
6:50:25.5,13:24:48
6:54:38.7,13:10:40
7:0:15.8,16:4:44
7:2:17.4,15:20:10
7:2:33.5,16:40:27
7:3:38.0,10:57:6
7:3:51.6,12:35:40
7:8:22.0,15:55:51
7:13:22.3,16:9:32
7:18:5.6,16:32:25
7:33:36.5,15:49:36
7:41:51.8,13:28:50
7:42:3.2,14:12:30
15:52:40.5,42:27:6
15:54:37.9,43:8:19
15:55:30.6,42:33:58
16:2:47.9,46:2:12
16:8:46.2,44:56:6
16:11:47.6,42:22:28
16:19:11.2,49:2:17
16:19:55.1,39:42:31
16:19:44.4,46:18:48
16:28:38.5,41:52:54
16:31:47.3,45:35:54
16:34:6.2,42:26:13
16:36:11.2,46:36:48
16:38:44.9,48:55:42
16:47:19.8,42:14:20
16:49:14.2,45:59:0
17:9:33.3,40:46:38
17:20:21.1,46:14:27
17:21:43.6,39:58:28
17:26:44.2,48:15:36
17:33:7.3,41:14:37
17:36:37.6,48:35:8
17:39:27.9,46:0:23
17:53:18.1,40:0:29
17:59:56.2,45:30:5
18:7:28.8,43:27:42
16:25:24.2,37:23:38
16:41:17.2,31:36:11
16:42:53.8,38:55:20
16:43:51.7,34:2:20
16:50:39.0,29:48:24
16:52:58.1,31:42:6
17:0:17.4,30:55:35
17:1:36.4,33:34:6
17:8:2.0,35:56:7
17:15:2.8,36:48:33
17:17:19.5,33:6:0
17:17:40.3,37:17:30
17:18:48.5,28:49:23
17:18:23.3,38:48:41
17:20:39.6,32:28:4
17:23:40.7,37:8:48
17:23:41.0,37:8:45
17:26:46.2,34:41:45
17:30:55.4,31:9:30
17:31:49.6,28:24:27
17:50:22.9,29:19:20
17:56:15.2,37:15:2
17:57:45.9,29:14:52
17:58:30.2,30:11:22
18:0:36.4,33:12:50
18:5:49.6,32:13:50
18:7:1.5,30:33:43
18:7:32.6,28:45:45
18:8:2.2,36:24:5
18:9:59.0,36:27:59
18:11:45.1,33:26:49
18:11:54.2,31:24:19
18:19:52.1,29:39:58
18:20:57.1,29:51:32
18:21:1.0,28:52:12
18:25:58.8,29:49:44
16:1:14.3,17:49:6
16:8:4.5,17:2:49
16:11:38.0,23:29:41
16:15:28.7,18:48:30
16:21:55.2,19:9:11
16:30:13.2,21:29:23
16:30:33.6,20:28:45
16:31:13.4,22:11:43
16:41:36.7,26:55:1
16:51:45.3,24:39:23
16:54:55.2,20:57:31
16:55:22.2,18:26:0
17:0:58.1,22:37:56
17:2:18.7,25:30:20
17:6:18.1,22:5:3
17:15:1.9,24:50:21
17:15:41.6,23:44:34
17:20:18.9,18:3:26
17:20:9.8,25:32:15
17:20:54.2,24:29:58
17:24:6.6,22:57:37
17:26:49.1,20:4:51
17:30:44.3,26:6:38
17:33:22.8,19:15:24
17:37:31.1,24:18:36
17:42:28.4,24:33:51
17:43:21.6,24:19:40
17:46:27.5,27:43:14
17:47:8.0,17:41:50
17:48:24.8,20:33:56
17:48:49.2,25:37:22
17:50:48.4,22:18:59
17:55:25.2,26:3:0
17:55:50.8,22:27:51
18:1:29.9,21:35:43
18:1:30.4,21:35:44
18:2:23.1,20:50:1
18:6:1.9,22:13:8
18:7:49.5,26:6:5
18:7:49.5,26:5:51
18:8:45.5,20:48:52
18:8:52.9,20:2:43
18:18:7.7,18:7:53
18:19:10.7,24:26:46
18:20:17.9,21:57:41
18:22:8.7,23:17:7
18:22:49.0,17:49:36
18:23:41.9,21:46:11
18:29:35.7,23:51:58
18:32:46.2,23:37:1
18:35:12.6,18:12:12
18:35:30.4,23:36:20
18:45:39.7,20:32:47
18:47:1.3,18:10:53
18:48:53.4,19:19:43
18:52:16.4,21:25:31
18:54:44.9,22:38:42
18:56:6.2,18:6:19
16:24:10.8,6:56:53
16:25:25.0,14:2:0
16:32:35.7,5:31:16
16:32:36.3,11:29:17
16:45:22.5,15:44:43
16:45:49.9,8:34:57
16:49:34.6,13:15:41
16:50:19.4,7:14:52
17:3:7.8,14:5:31
17:3:39.3,13:36:19
17:5:22.7,12:44:27
17:14:38.9,14:23:25
17:14:39.2,14:23:24
17:24:31.5,16:18:4
17:25:54.4,16:55:3
17:33:39.4,16:19:3
17:41:58.7,15:57:7
18:0:3.4,16:45:3
18:31:4.4,16:55:43
16:13:15.4,5:1:16
16:40:38.7,4:13:11
16:47:46.4,5:14:48
8:37:39.4,5:42:13
8:46:46.6,6:25:8
8:48:26.0,5:50:16
8:55:23.6,5:56:44
8:24:35.0,-3:45:4
8:25:35.5,2:6:8
8:25:39.6,-3:54:23
8:26:27.2,-3:59:15
8:33:43.5,4:45:24
8:34:1.6,-2:9:6
8:38:45.4,3:20:29
8:43:13.5,3:23:55
8:46:2.5,-2:2:56
8:47:15.0,-1:53:50
8:49:21.7,-3:26:35
9:1:58.0,-0:28:58
9:5:58.4,5:5:32
9:14:21.9,2:18:51
9:25:24.0,-5:7:3
9:29:8.9,-2:46:8
9:31:58.9,-1:11:6
9:38:27.3,4:38:57
9:39:51.4,-1:8:34
8:11:33.0,-7:46:21
8:22:54.0,-7:32:36
8:35:28.2,-7:58:56
8:40:1.5,-12:28:31
8:41:43.3,-15:56:36
8:43:40.4,-7:14:1
8:46:22.5,-13:32:52
8:51:34.5,-7:10:38
8:56:34.1,-16:42:34
8:58:43.9,-16:7:58
9:8:42.2,-8:35:22
9:9:11.5,-12:21:28
9:9:35.5,-8:47:16
9:16:41.7,-6:21:11
9:16:41.3,-8:44:41
9:17:7.5,-14:34:25
9:19:33.2,-15:50:4
9:19:46.4,-11:58:30
9:20:29.0,-9:33:21
9:27:35.2,-8:39:31
9:27:46.8,-6:4:16
9:30:22.6,-15:34:38
9:32:55.8,-13:31:1
9:34:32.7,-5:54:54
9:40:18.4,-14:19:56
9:51:28.7,-14:50:48
10:5:7.5,-13:3:53
10:10:5.9,-12:48:58
10:10:35.3,-12:21:15
10:26:5.4,-16:50:11
10:30:59.8,-13:35:18
10:36:32.4,-12:13:49
10:37:33.2,-13:23:4
10:38:35.0,-16:52:36
10:49:37.5,-16:11:37
8:55:12.4,-18:14:29
9:9:4.3,-18:19:43
9:11:58.7,-19:44:52
9:27:18.4,-22:20:38
9:29:12.6,-20:44:55
9:32:20.4,-19:24:1
9:33:12.5,-21:6:57
9:33:26.2,-22:51:50
9:41:17.0,-23:35:30
9:42:14.4,-23:54:56
9:54:12.3,-25:55:57
9:54:52.2,-19:0:34
10:4:2.9,-18:6:6
10:4:21.0,-24:17:8
10:7:9.5,-17:8:30
10:34:0.9,-23:44:43
10:37:13.7,-27:24:45
10:46:52.0,-17:17:48
10:53:29.5,-20:8:20
11:5:19.9,-27:17:37
11:5:57.6,-27:17:16
11:48:45.1,-26:44:59
11:54:42.5,-25:42:50
12:37:42.2,-27:8:20
12:48:26.4,-27:35:51
13:9:3.3,-23:7:5
13:18:55.3,-23:10:18
13:29:42.8,-23:16:53
13:36:48.4,-26:29:42
13:45:36.9,-26:6:58
13:58:31.1,-24:58:20
14:0:0.1,-25:0:37
14:2:22.8,-27:25:48
14:6:22.3,-26:40:57
14:12:46.0,-27:15:40
14:19:0.8,-25:48:56
14:23:5.8,-27:45:14
14:46:0.1,-25:26:35
14:47:22.5,-25:37:28
14:47:44.8,-26:5:15
14:47:57.5,-26:38:47
14:50:17.3,-27:57:37
14:58:39.2,-27:39:26
10:29:29.0,-29:39:49
11:8:43.9,-28:4:50
11:32:16.1,-29:15:48
11:32:16.3,-29:15:40
11:51:41.6,-30:50:6
11:55:40.1,-28:28:37
12:39:3.5,-30:25:20
12:44:0.5,-28:19:26
13:32:35.9,-28:41:34
13:38:42.0,-29:33:39
14:28:10.4,-29:29:30
15:2:6.4,-28:3:38
22:11:9.9,50:49:24
22:23:33.6,52:13:45
22:31:17.5,50:16:57
22:33:40.6,56:37:30
22:37:22.4,51:32:43
22:38:37.9,56:47:45
22:40:18.4,53:50:46
22:49:46.2,55:54:10
22:6:2.0,45:0:52
22:13:52.7,39:42:54
22:13:49.3,45:26:27
22:14:44.4,42:57:14
22:21:1.6,46:32:12
22:24:31.0,49:28:35
22:29:31.8,47:42:25
22:30:29.3,43:7:24
22:32:26.4,39:46:47
22:35:52.3,39:38:3
22:39:15.7,39:3:1
22:40:30.9,44:16:35
22:41:28.6,40:13:32
22:41:36.1,41:32:58
22:44:5.2,39:27:56
22:44:5.5,41:49:9
22:46:10.2,44:32:46
22:50:21.8,41:57:13
22:52:2.0,43:18:45
22:53:40.1,44:44:57
22:54:7.0,40:22:37
22:56:23.6,41:36:14
22:56:26.0,49:44:1
22:57:4.5,48:41:3
22:15:58.2,37:44:56
22:48:10.9,37:25:0
22:55:2.6,37:4:37
22:55:44.5,36:21:6
9:36:42.9,31:9:42
9:41:35.2,31:16:41
9:43:33.3,29:58:28
9:59:36.2,29:38:43
9:24:39.3,26:10:56
9:31:43.2,22:58:5
9:45:51.1,23:46:27
9:51:53.0,24:23:43
9:52:45.8,26:0:25
10:2:48.9,21:56:57
10:16:32.3,23:30:11
10:16:41.4,23:25:2
